0 1
0.15 1
0.3 1
0.45 0.986925
0.6 0.934956
0.75 0.900226
0.9 0.865971
1.05 0.756937
1.2 0.746585
1.35 0.73628
1.5 0.726133
1.65 0.715385
1.8 0.702563
1.95 0
2.1 0
2.25 0
2.4 0
