1 1 1 3.16964e-07
2 0 0 3.86702e-07
3 1 1 7.2168e-07
4 0.333333 1 8.5281e-07
5 0.357143 1 1.3825e-06
6 0 0 1.61972e-06
7 0 0 1.65198e-06
8 0.714286 1 1.93695e-06
9 0.184524 0.375 2.37558e-06
10 0 0 2.4175e-06
11 0.142857 0.2 2.76499e-06
12 0.119048 0.166667 3.06255e-06
13 0 0 3.10666e-06
14 0.0833333 0.333333 3.41528e-06
15 0.301587 1 3.89894e-06
16 0 0 3.94305e-06
17 0 0 3.98921e-06
18 0 0 4.09974e-06
19 0.0740741 0.333333 4.25643e-06
20 0.0972222 0.125 4.41002e-06
21 0 0 8.71698e-06
22 0 0 8.81639e-06
23 0.0864198 0.111111 8.96308e-06
24 0 0 9.00116e-06
25 0 0 9.03865e-06
26 0.133333 0.2 9.56251e-06
27 0 0 9.60277e-06
28 0 0 9.64363e-06
29 0.05 0.25 9.80059e-06
30 0.0719136 0.133333 1.20384e-05
31 0.0598291 0.0769231 1.2195e-05
32 0 0 1.22356e-05
33 0 0 1.22747e-05
34 0.0646259 0.142857 1.24872e-05
35 0.110185 0.5 1.2977e-05
36 0.103704 0.133333 1.32731e-05
37 0.227451 1 1.39089e-05
38 0 0 1.39611e-05
39 0.04 0.05 1.81875e-05
40 0.0380952 0.047619 1.84053e-05
41 0 0 1.84625e-05
42 0.0727273 0.0909091 1.89639e-05
43 0.0277778 0.166667 1.95169e-05
44 0.0333333 0.0416667 1.97689e-05
45 0.032 0.04 2.00872e-05
46 0 0 2.01397e-05
47 0.0615385 0.0769231 2.15731e-05
48 0.0571429 0.0714286 2.18995e-05
49 0 0 2.19531e-05
50 0.109484 0.483333 2.2797e-05
51 0 0 2.28408e-05
52 0.0258065 0.0322581 2.31328e-05
53 0.05 0.0625 2.35036e-05
54 0.0235294 0.0294118 2.37364e-05
55 0.0267857 0.142857 2.41278e-05
56 0.0228571 0.0285714 2.43109e-05
57 0.0445139 0.177778 2.53536e-05
58 0.0216216 0.027027 2.55911e-05
59 0 0 2.56522e-05
60 0.0242857 0.142857 2.58578e-05
61 0.0210526 0.0263158 2.61372e-05
62 0.0410256 0.0512821 2.67117e-05
63 0.0585366 0.0731707 2.74753e-05
64 0.0393021 0.0707071 2.841e-05
65 0 0 2.84639e-05
66 0.0463768 0.130435 2.90259e-05
67 0.0333333 0.0416667 2.937e-05
68 0 0 2.94348e-05
69 0 0 2.94922e-05
70 0 0 2.95522e-05
71 0.0242857 0.142857 3.06247e-05
72 0 0 3.06989e-05
73 0.0215909 0.125 3.15014e-05
74 0 0 3.15642e-05
75 0.0278333 0.0933333 3.23592e-05
76 0.0156863 0.0196078 3.25064e-05
77 0.0153846 0.0192308 3.27198e-05
78 0 0 3.33631e-05
79 0 0 3.34206e-05
80 0 0 3.34606e-05
81 0 0 3.35183e-05
82 0 0 3.36364e-05
83 0.0150943 0.0188679 3.38672e-05
84 0.0296296 0.037037 3.41958e-05
85 0 0 3.4257e-05
86 0.0142857 0.0178571 3.44872e-05
87 0.0140351 0.0175439 3.46947e-05
88 0.0137931 0.0172414 3.49011e-05
89 0.0135593 0.0169492 3.5132e-05
90 0.1 0.5 3.55506e-05
91 0.0266667 0.0333333 3.63598e-05
92 0 0 3.67873e-05
93 0 0 3.68311e-05
94 0 0 3.68747e-05
95 0.0208333 0.125 3.70259e-05
96 0 0 3.70667e-05
97 0 0 3.71195e-05
98 0.0255583 0.0967742 3.74772e-05
99 0.0176923 0.1 3.80998e-05
100 0 0 3.81611e-05
101 0.0126984 0.015873 3.83189e-05
102 0 0 3.83622e-05
103 0 0 3.88008e-05
104 0.0315152 0.181818 3.90539e-05
105 0.0125 0.015625 3.92289e-05
106 0.029978 0.0723077 3.95662e-05
107 0.0119403 0.0149254 3.99095e-05
108 0.0235294 0.0294118 4.0237e-05
109 0 0 4.02786e-05
110 0.0114286 0.0142857 4.04328e-05
111 0 0 4.0472e-05
112 0.0112676 0.0140845 4.06392e-05
113 0.0222222 0.0277778 4.09964e-05
114 0.0209536 0.0786241 4.14528e-05
115 0 0 4.1502e-05
116 0.015 0.0833333 4.21461e-05
117 0 0 4.22128e-05
118 0.0197386 0.0711111 4.24572e-05
119 0.0208059 0.0789474 4.28608e-05
120 0 0 4.29017e-05
121 0.0552413 0.333333 4.35125e-05
122 0.0103896 0.012987 4.36858e-05
123 0.0410256 0.0512821 4.44239e-05
124 0.0268955 0.043152 4.56581e-05
125 0.00941176 0.0117647 4.60592e-05
126 0.0119298 0.0666667 4.63519e-05
127 0.0186047 0.0232558 4.664e-05
128 0 0 4.68364e-05
129 0 0 4.69781e-05
130 0.0410256 0.333333 4.84317e-05
131 0.00909091 0.0113636 4.85336e-05
132 0 0 4.85947e-05
133 0 0 4.86536e-05
134 0.00898876 0.011236 4.90789e-05
135 0.0266667 0.0333333 4.98631e-05
136 0 0 4.99219e-05
137 0 0 4.99792e-05
138 0 0 5.00375e-05
139 0.0258185 0.108159 5.07803e-05
140 0.00851064 0.0106383 5.10348e-05
141 0.010101 0.0555556 5.12483e-05
142 0 0 5.1413e-05
143 0 0 5.15678e-05
144 0 0 5.1642e-05
145 0.00842105 0.0105263 5.18456e-05
146 0 0 5.1907e-05
147 0 0 5.19656e-05
148 0 0 5.20195e-05
149 0.00833333 0.0104167 5.22425e-05
150 0.0247423 0.0309278 5.28039e-05
151 0.016 0.02 5.32314e-05
152 0 0 5.32892e-05
153 0.00784314 0.00980392 5.348e-05
154 0.015534 0.0194175 5.38475e-05
155 0.126696 1 5.60353e-05
156 0 0 5.60831e-05
157 0.00873726 0.0526316 5.61881e-05
158 0.0077187 0.00943396 5.6447e-05
159 0.00764656 0.00934579 5.67587e-05
160 0.00757576 0.00925926 5.69487e-05
161 0 0 5.70073e-05
162 0 0 5.70575e-05
163 0.00750626 0.00917431 5.72636e-05
164 0.0292208 0.25 5.74728e-05
165 0.0125413 0.0413636 5.79603e-05
166 0.0121321 0.039039 5.83378e-05
167 0 0 5.83828e-05
168 0.00730519 0.00892857 5.90617e-05
169 0 0 5.91439e-05
170 0.0144811 0.0176991 5.95439e-05
171 0.00711462 0.00869565 5.98419e-05
172 0 0 5.98909e-05
173 0 0 5.99486e-05
174 0.00705329 0.00862069 6.01675e-05
175 0 0 6.02261e-05
176 0 0 6.0285e-05
177 0.0579946 0.24359 6.10803e-05
178 0.00693374 0.00847458 6.12795e-05
179 0 0 6.13376e-05
180 0.00762873 0.0454545 6.16484e-05
181 0.013751 0.0168067 6.19284e-05
182 0.00676183 0.00826446 6.20575e-05
183 0.00670641 0.00819672 6.21731e-05
184 0.00665188 0.00813008 6.23656e-05
185 0 0 6.24239e-05
186 0.00659824 0.00806452 6.28273e-05
187 0.0168512 0.0517333 6.36195e-05
188 0 0 6.36661e-05
189 0 0 6.37095e-05
190 0.00892857 0.0625 6.39695e-05
191 0.0107223 0.0359466 6.42217e-05
192 0.00639205 0.0078125 6.44112e-05
193 0.00634249 0.00775194 6.4557e-05
194 0.00629371 0.00769231 6.48189e-05
195 0.00989305 0.0588235 6.50669e-05
196 0.0896947 1 6.59692e-05
197 0.0261832 0.193939 6.63428e-05
198 0.0190972 0.166667 6.64997e-05
199 0.00859788 0.0555556 6.70564e-05
200 0.00625 0.0416667 6.72711e-05
201 0 0 6.7367e-05
202 0.00868984 0.0588235 6.76637e-05
203 0 0 6.77205e-05
204 0.00707414 0.0526316 6.83725e-05
205 0 0 6.84317e-05
206 0.00825282 0.0555556 6.87489e-05
207 0 0 6.88117e-05
208 0.00627038 0.0075188 6.90506e-05
209 0.00622355 0.00746269 6.93489e-05
210 0.00617741 0.00740741 6.95664e-05
211 0.00613196 0.00735294 6.98261e-05
212 0.00608717 0.00729927 7.00272e-05
213 0.0104475 0.0431159 7.03678e-05
214 0.00599952 0.00719424 7.05094e-05
215 0.0221493 0.142857 7.10717e-05
216 0 0 7.11122e-05
217 0.00595663 0.00714286 7.13772e-05
218 0.00591436 0.0070922 7.16928e-05
219 0.0117453 0.0140845 7.18911e-05
220 0.0833333 0.5 7.21372e-05
221 0 0 7.23017e-05
222 0.00579106 0.00694444 7.24467e-05
223 0.0134122 0.0344828 7.29572e-05
224 0.00558608 0.0384615 7.32744e-05
225 0.00763889 0.05 7.45928e-05
226 0 0 7.46395e-05
227 0.00567279 0.00680272 7.49109e-05
228 0.0112688 0.0135135 7.51417e-05
229 0.00555926 0.00666667 7.5362e-05
230 0 0 7.5425e-05
231 0 0 7.54792e-05
232 0 0 7.55347e-05
233 0.0110448 0.013245 7.60147e-05
234 0.00545018 0.00653595 7.6277e-05
235 0.00540123 0.037037 7.65189e-05
236 0.00541477 0.00649351 7.67561e-05
237 0 0 7.68145e-05
238 0.00604013 0.0454545 7.71758e-05
239 0 0 7.72376e-05
240 0.0143849 0.125 7.84831e-05
241 0.0107596 0.0129032 7.87583e-05
242 0.00839019 0.0295723 8.36937e-05
243 0.0105552 0.0126582 8.39006e-05
244 0.0104231 0.0125 8.4167e-05
245 0.0128718 0.0609053 8.45514e-05
246 0.0555556 0.333333 8.49158e-05
247 0.0102355 0.0395984 8.52092e-05
248 0.0101688 0.0121951 8.54642e-05
249 0 0 8.55167e-05
250 0.0449327 0.245482 8.59467e-05
251 0.0126192 0.0377506 8.65483e-05
252 0.00496327 0.00595238 8.67181e-05
253 0.00493388 0.00591716 8.68881e-05
254 0.00670961 0.0434783 8.71703e-05
255 0 0 8.72175e-05
256 0.0147144 0.0176471 8.75986e-05
257 0.00481974 0.00578035 8.78747e-05
258 0.00479202 0.00574713 8.80753e-05
259 0.0103604 0.0201786 8.85573e-05
260 0.00471076 0.00564972 8.87239e-05
261 0.00468428 0.00561798 8.89295e-05
262 0.00931616 0.0111732 8.91781e-05
263 0 0 8.92181e-05
264 0.00921316 0.0110497 8.95631e-05
265 0.00541021 0.0416667 9.01439e-05
266 0.00455622 0.00546448 9.027e-05
267 0.00630952 0.04 9.0652e-05
268 0.0113723 0.0537084 9.13433e-05
269 0.00419255 0.0285714 9.15423e-05
270 0.00901385 0.0108108 9.19153e-05
271 0.00445871 0.00534759 9.20778e-05
